,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,lat,long,age
2530,20140923,509000.0,2,2.0,1560,4675,1.0,0,0,3,8,1560,0,47.7086,-122.01899999999999,8
2531,20140912,340000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,47.6865,-122.37899999999999,93
2532,20150326,537000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,47.6865,-122.37899999999999,94
2533,20140505,865000.0,4,3.0,3690,9892,2.0,0,0,3,10,3690,0,47.5937,-121.98200000000001,16
2534,20141214,358000.0,2,1.0,1140,8340,1.0,0,0,3,7,1140,0,47.7448,-122.3,66
2535,20140919,595000.0,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,47.5848,-122.384,91
2536,20140619,661000.0,4,2.5,2496,8058,2.0,0,0,3,9,2496,0,47.6791,-122.149,16
2537,20140916,419950.0,3,2.25,2280,8500,1.0,0,0,4,7,1680,600,47.7211,-122.166,37
2538,20150416,490000.0,4,3.5,3200,6420,2.0,0,0,3,9,3200,0,47.3545,-122.001,9
2539,20140918,525000.0,2,1.0,880,4000,1.0,0,0,3,7,880,0,47.6847,-122.387,74
2540,20140813,350000.0,3,2.0,1320,1298,3.0,0,0,3,7,1320,0,47.6959,-122.376,19
2541,20150511,552500.0,3,2.5,2450,3582,2.0,0,0,3,9,2450,0,47.7749,-122.15899999999999,7
2542,20150327,210000.0,3,1.0,1040,8970,1.0,0,0,4,6,1040,0,47.3283,-122.337,54
2543,20150311,390000.0,3,2.5,2480,53250,2.0,0,0,3,9,2480,0,47.3323,-122.079,25
2544,20150129,336800.0,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,47.7734,-122.315,57
2545,20150303,465000.0,3,2.5,1440,4473,2.0,0,0,3,7,1440,0,47.6825,-122.036,12
2546,20141218,299900.0,4,2.5,1580,3632,2.0,0,0,3,7,1580,0,47.3672,-122.01899999999999,3
2547,20140718,715000.0,3,3.25,3230,5000,2.0,0,0,3,9,3230,0,47.5558,-122.00200000000001,8
2548,20140523,235000.0,4,2.5,1810,39639,1.0,0,0,3,7,1230,580,47.3472,-122.11,44
2549,20141210,276000.0,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,47.2877,-122.28299999999999,7
2550,20150112,265000.0,4,1.5,1740,12728,1.0,0,0,4,7,1180,560,47.2808,-122.3,51
2551,20140530,425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,47.68600000000001,-122.346,114
2552,20150105,313000.0,4,2.5,2460,10320,2.0,0,0,3,8,2460,0,47.2599,-122.215,22
2553,20150409,715000.0,3,2.5,3050,6000,1.0,0,3,3,8,1720,1330,47.7701,-122.389,31
2554,20141212,265000.0,3,2.25,1630,10969,2.0,0,0,3,7,1630,0,47.3305,-122.285,23
2555,20150324,646000.0,3,2.75,2460,6413,2.0,0,0,3,9,2460,0,47.7497,-122.245,11
2556,20140721,175000.0,3,1.0,1030,6600,1.0,0,0,3,7,1030,0,47.4941,-122.34,60
2557,20140731,649000.0,3,2.5,3410,13809,1.0,0,3,4,10,2450,960,47.3424,-122.32600000000001,41
2558,20150423,785000.0,3,2.75,2310,5200,1.0,0,0,4,7,1520,790,47.6357,-122.397,75
2559,20140922,890000.0,4,2.75,2610,4400,1.0,0,0,5,8,1260,1350,47.6158,-122.29299999999999,94
2560,20141126,612000.0,3,3.0,2330,10327,1.0,0,0,3,9,2330,0,47.7239,-122.164,16
2561,20141205,330000.0,4,2.5,2980,5674,2.0,0,0,3,8,2980,0,47.277,-122.34700000000001,11
2562,20141112,493000.0,3,2.25,1790,11393,1.0,0,0,3,8,1790,0,47.6297,-122.09899999999999,36
2563,20150403,1600000.0,4,2.25,2940,5735,1.0,0,0,3,9,1470,1470,47.6381,-122.304,58
2564,20140627,1620000.0,4,3.0,3900,9750,1.0,0,4,5,10,2520,1380,47.5605,-122.15799999999999,42
2565,20150211,1650000.0,4,3.0,3900,9750,1.0,0,4,5,10,2520,1380,47.5605,-122.15799999999999,43
2566,20140926,499000.0,3,2.5,1750,2150,2.5,0,0,3,7,1230,520,47.6037,-122.311,0
2567,20140623,603500.0,6,2.75,2660,8400,1.0,0,0,5,8,1550,1110,47.549,-122.17299999999999,52
2568,20140624,530000.0,2,1.5,1580,3680,1.0,0,2,3,8,1280,300,47.5762,-122.37700000000001,73
2569,20150406,895000.0,5,2.5,2350,14197,1.0,0,0,4,8,1220,1130,47.6005,-122.204,53
2570,20140513,267345.0,4,2.25,2510,8165,1.0,0,0,4,7,1610,900,47.3092,-122.37200000000001,42
2571,20140516,275000.0,3,2.5,1480,15639,2.0,0,0,3,8,1480,0,47.4723,-121.74600000000001,27
2572,20150225,439950.0,3,1.75,1720,223377,1.0,0,0,3,7,1240,480,47.7329,-121.92,65
2573,20140620,455000.0,3,2.25,1470,4653,2.0,0,0,4,7,1470,0,47.5667,-122.01799999999999,29
2574,20150113,630000.0,3,1.75,1540,6930,1.0,0,0,3,7,1250,290,47.6782,-122.27799999999999,71
2575,20141103,690000.0,3,2.5,2820,5001,2.0,0,0,3,9,2820,0,47.5533,-121.992,10
2576,20140826,212000.0,4,1.75,1250,12705,1.0,0,0,4,7,1250,0,47.302,-122.382,43
2577,20140813,231500.0,4,2.25,2080,7526,1.0,0,0,4,7,1280,800,47.3762,-122.18299999999999,29
2578,20150430,1237500.0,4,3.25,5180,49936,2.0,0,0,4,10,5180,0,47.6676,-122.069,24
2579,20140708,378500.0,3,2.5,2860,43821,2.0,0,0,4,9,2860,0,47.3163,-122.14200000000001,24
2580,20140502,482000.0,4,2.5,2710,35868,2.0,0,0,3,9,2710,0,47.375,-122.022,25
2581,20150505,695000.0,2,1.0,1140,3990,1.0,0,0,3,7,1140,0,47.6554,-122.333,91
2582,20141202,965000.0,4,2.5,4070,57587,2.0,0,0,3,10,4070,0,47.6908,-122.052,25
2583,20150204,675000.0,3,1.75,1710,5913,1.0,0,0,4,8,1120,590,47.6481,-122.406,74
2584,20141027,387000.0,3,1.5,1340,6500,1.0,0,0,3,7,1340,0,47.7168,-122.19200000000001,42
2585,20150330,347500.0,4,2.75,2290,7000,2.0,0,0,3,8,2290,0,47.4442,-122.12899999999999,38
2586,20140711,385000.0,3,2.0,1860,7400,1.0,0,0,3,8,930,930,47.4598,-122.352,10
2587,20141204,265000.0,3,1.0,1080,4930,1.0,0,0,3,6,1080,0,47.5209,-122.374,64
2588,20150422,406000.0,3,1.0,960,5264,1.0,0,0,3,7,960,0,47.6805,-122.301,62
2589,20140508,134000.0,2,1.5,980,5000,2.0,0,0,3,7,980,0,47.7076,-121.359,11
2590,20141020,415000.0,3,1.0,1500,3399,2.0,0,0,5,7,1300,200,47.6838,-122.352,88
2591,20140527,375000.0,3,1.75,1440,8775,1.0,0,0,3,7,1440,0,47.7231,-122.17,41
2592,20141210,620000.0,4,2.5,2580,7465,2.0,0,0,3,8,2580,0,47.6319,-122.022,21
2593,20141028,337500.0,5,2.5,2070,4698,2.0,0,0,3,7,2070,0,47.3539,-122.024,15
2594,20140922,565000.0,3,2.5,1880,12368,1.0,0,0,4,7,1260,620,47.5901,-122.167,47
2595,20140523,399500.0,3,1.75,2420,12676,2.0,0,0,3,7,2420,0,47.4943,-121.789,28
2596,20140521,1065000.0,2,1.75,1890,9466,2.0,0,0,3,8,1890,0,47.6144,-122.211,27
2597,20140821,352500.0,3,2.0,1920,33630,1.0,0,0,3,8,1920,0,47.4983,-122.167,22
2598,20140617,259000.0,3,2.0,1870,5909,1.0,0,0,3,7,1270,600,47.3665,-122.18299999999999,28
2599,20150415,320000.0,2,1.0,900,7620,1.0,0,0,3,7,900,0,47.5268,-122.34299999999999,44
2600,20140811,733000.0,3,2.5,2160,9888,2.0,0,0,4,9,2160,0,47.6712,-122.14200000000001,25
2601,20140625,381500.0,2,1.0,900,2910,1.0,0,0,5,7,900,0,47.6859,-122.322,90
2602,20141202,343000.0,2,1.0,1180,9261,1.0,0,0,4,7,940,240,47.5492,-122.274,57
2603,20140818,205500.0,2,1.0,900,6400,1.0,0,0,5,6,900,0,47.2113,-121.992,76
2604,20140915,525000.0,3,2.0,1600,16530,1.0,0,0,5,7,1600,0,47.5821,-122.016,47
2605,20150319,300000.0,3,1.75,1500,8352,1.0,0,2,5,6,750,750,47.4883,-122.191,72
2606,20140722,299000.0,2,1.0,1070,189486,1.0,0,0,3,6,1070,0,47.7199,-122.085,72
2607,20140709,561000.0,4,2.5,2570,5250,2.0,0,0,3,8,2570,0,47.5763,-122.0,24
2608,20150224,450000.0,3,1.0,1210,4000,1.5,0,0,3,7,1090,120,47.5934,-122.30799999999999,87
2609,20140814,540000.0,4,2.5,1850,7850,2.0,0,0,3,8,1850,0,47.6914,-122.103,29
2610,20140624,379000.0,3,2.5,1740,30886,2.0,0,0,3,8,1740,0,47.46,-121.70700000000001,22
2611,20140724,230000.0,3,1.0,1300,14000,1.0,0,0,4,7,1300,0,47.4213,-122.322,56
2612,20150310,399950.0,3,2.5,2000,30605,2.0,0,0,4,8,2000,0,47.3442,-122.06200000000001,26
2613,20150507,355000.0,5,2.5,3220,5806,2.0,0,0,3,8,3220,0,47.3714,-122.103,13
2614,20140619,580000.0,4,2.25,2160,9593,1.0,0,0,3,8,2160,0,47.5883,-122.11200000000001,45
2615,20150427,700000.0,3,2.0,2130,4299,1.5,0,0,4,7,1680,450,47.5779,-122.294,93
2616,20140506,279900.0,3,1.75,1580,8151,1.0,0,1,4,7,1100,480,47.3672,-122.31200000000001,52
2617,20141113,210000.0,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,47.4921,-122.275,25
2618,20140630,1165000.0,3,3.0,3790,5001,2.0,0,0,3,10,2810,980,47.6035,-122.285,25
2619,20140611,290300.0,2,1.0,860,3874,1.0,0,0,4,6,860,0,47.4836,-122.204,83
2620,20141003,1599950.0,5,4.5,5130,43123,2.0,0,0,3,11,5130,0,47.544,-122.126,18
2621,20150416,490000.0,3,1.0,1600,6380,1.5,0,0,3,7,1400,200,47.7015,-122.31700000000001,76
2622,20140506,606000.0,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,47.5497,-122.07700000000001,27
2623,20140714,359950.0,3,1.0,1400,4980,1.0,0,0,3,6,950,450,47.7041,-122.34,71
2624,20150212,677100.0,3,2.0,2110,9199,1.0,0,0,3,10,2110,0,47.6496,-122.083,22
2625,20150221,465000.0,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,47.6256,-122.059,31
2626,20140815,4500000.0,5,5.5,6640,40014,2.0,1,4,3,12,6350,290,47.7493,-122.28,10
2627,20150504,500000.0,3,2.0,3040,41072,1.0,0,0,4,8,1520,1520,47.3944,-121.97200000000001,37
2628,20150503,455000.0,2,1.0,980,5000,1.0,0,0,4,7,980,0,47.7518,-122.279,65
2629,20140818,705000.0,6,2.0,2570,4240,1.5,0,0,4,7,1970,600,47.6754,-122.307,103
2630,20140812,420000.0,3,2.5,2060,7020,1.0,0,0,4,8,1460,600,47.7575,-122.36399999999999,47
2631,20141005,169575.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,47.3327,-122.306,46
2632,20150225,250000.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,47.3327,-122.306,47
2633,20150312,530000.0,3,2.25,1680,7262,1.0,0,0,5,7,1180,500,47.713,-122.225,42
2634,20150206,590000.0,5,3.25,4020,40341,1.0,0,0,5,8,2170,1850,47.4952,-122.068,45
2635,20140923,257500.0,3,1.75,1530,14087,1.0,0,0,3,7,1070,460,47.3146,-122.04299999999999,35
2636,20140626,415000.0,3,1.0,1170,6700,1.0,0,0,3,8,1170,0,47.7122,-122.29,57
2637,20141010,536000.0,3,1.75,1580,3764,1.5,0,0,3,7,1280,300,47.672,-122.397,69
2638,20140529,246500.0,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,47.4075,-122.196,50
2639,20140706,395000.0,3,1.75,1480,7700,1.0,0,0,3,8,1480,0,47.7225,-122.20200000000001,39
2640,20150511,739000.0,3,2.25,2220,10530,1.0,0,0,4,8,1700,520,47.6383,-122.098,41
2641,20140929,1272000.0,4,2.75,3200,13729,2.0,0,0,3,11,3200,0,47.6402,-122.171,30
2642,20140708,190000.0,3,1.0,910,10575,1.0,0,0,4,7,910,0,47.2741,-122.301,46
2643,20150410,305000.0,3,1.5,1480,9086,1.0,0,0,3,7,1480,0,47.4717,-122.323,53
2644,20150420,925000.0,4,4.25,3770,13058,2.0,0,0,4,8,3770,0,47.7517,-122.225,32
2645,20140821,895000.0,4,3.0,3500,13444,2.0,0,0,3,10,2360,1140,47.5468,-122.23100000000001,37
2646,20140717,656000.0,3,1.75,1480,7475,1.5,0,0,3,8,1480,0,47.6732,-122.272,71
2647,20140519,560000.0,4,1.0,1660,4690,1.5,0,0,3,7,1260,400,47.6829,-122.37799999999999,69
2648,20141020,610000.0,5,2.25,2520,11700,2.0,0,0,3,9,2520,0,47.6322,-122.053,37
2649,20140708,645000.0,4,2.5,2850,37522,2.0,0,0,3,9,2850,0,47.5852,-121.992,27
2650,20150410,259000.0,3,2.5,2153,4400,2.0,0,0,3,8,2153,0,47.2872,-122.28299999999999,8
2651,20140818,980000.0,4,2.5,3780,10962,2.0,0,0,3,10,3780,0,47.6533,-122.18299999999999,24
2652,20140723,872000.0,4,4.0,3770,9750,1.0,0,0,4,9,1940,1830,47.7159,-122.367,47
2653,20140805,1000000.0,6,2.75,3600,9675,1.0,0,2,4,9,1940,1660,47.5726,-122.213,37
2654,20140910,900000.0,3,2.75,2980,12600,1.5,0,0,3,8,1590,1390,47.674,-122.196,2
2655,20150428,475000.0,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,47.6944,-122.355,100
2656,20150107,350000.0,5,2.75,2980,13482,1.0,0,0,4,8,1730,1250,47.3774,-122.16,40
2657,20140515,840000.0,4,1.75,2930,11562,1.0,0,3,3,9,1670,1260,47.6765,-122.404,67
2658,20140622,500000.0,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,47.5512,-122.17,51
2659,20150406,202500.0,3,1.5,1510,9898,1.0,0,0,3,7,1110,400,47.4303,-122.334,61
2660,20141223,523000.0,4,2.5,2660,65340,2.0,0,0,3,8,2660,0,47.4969,-122.06,26
2661,20141203,225000.0,3,2.5,1740,10050,2.0,0,0,3,7,1740,0,47.2671,-122.236,25
2662,20150309,418200.0,3,2.25,2240,9542,1.0,0,1,3,7,1190,1050,47.3995,-122.318,35
2663,20141205,356500.0,4,1.75,1570,9670,1.0,0,0,3,7,1170,400,47.7432,-122.24799999999999,55
2664,20140716,670000.0,4,3.0,2500,5000,1.5,0,0,4,7,1460,1040,47.6895,-122.331,88
2665,20141204,456150.0,3,2.25,1750,12408,1.0,0,0,5,7,1150,600,47.7509,-122.3,52
2666,20140603,471000.0,4,2.5,3030,9687,2.0,0,0,3,8,2020,1010,47.485,-121.79899999999999,16
2667,20150409,558000.0,3,2.5,1680,934,3.0,0,0,3,8,1680,0,47.5891,-122.387,7
2668,20150305,1380000.0,6,4.5,5740,10312,2.0,0,2,3,11,3610,2130,47.5533,-122.11,15
2669,20141212,161500.0,3,1.0,1220,6000,1.0,0,0,5,7,1220,0,47.2811,-122.214,53
2670,20141010,311000.0,3,1.0,1310,8370,1.5,0,0,3,7,1310,0,47.7284,-122.241,52
2671,20150224,470000.0,6,1.75,2490,8732,1.5,0,0,4,8,2490,0,47.7252,-122.18700000000001,49
2672,20140709,569000.0,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,47.5665,-122.316,85
2673,20150318,689000.0,4,2.5,2240,7350,2.0,0,0,3,9,2240,0,47.5652,-122.01299999999999,26
2674,20140715,271900.0,3,1.75,1890,11875,1.0,0,0,3,7,1230,660,47.4472,-121.774,35
2675,20141210,278000.0,4,2.5,1850,6037,2.0,0,0,3,7,1850,0,47.358999999999995,-122.191,23
2676,20140723,820000.0,2,2.5,2210,4440,2.0,0,0,4,8,1440,770,47.6305,-122.3,83
2677,20150225,399500.0,3,1.75,1410,7700,1.0,0,0,4,7,1410,0,47.5375,-122.176,48
2678,20141105,462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,47.6102,-122.11399999999999,35
2679,20150413,347500.0,3,1.0,1830,12036,1.0,0,0,3,7,1550,280,47.3126,-122.04299999999999,38
2680,20140625,562100.0,2,0.75,1440,3700,1.0,0,0,3,7,1200,240,47.6707,-122.36399999999999,100
2681,20140529,230000.0,2,1.0,950,7560,1.0,0,0,3,6,950,0,47.4499,-122.176,56
2682,20140622,687000.0,4,2.5,2370,10083,2.0,0,0,5,8,2370,0,47.6715,-122.166,48
2683,20141209,725786.0,4,2.5,3070,5762,2.0,0,0,3,10,3070,0,47.5847,-122.08,14
2684,20150126,315500.0,3,1.0,1300,12600,1.0,0,0,4,7,1300,0,47.7422,-122.1,46
2685,20140506,312000.0,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,47.5071,-122.369,1
2686,20141106,343000.0,3,3.25,1210,1173,2.0,0,0,3,8,1000,210,47.7114,-122.35600000000001,12
2687,20141029,385195.0,1,1.0,710,6000,1.5,0,0,3,6,710,0,47.5756,-122.316,-1
2688,20140829,415000.0,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,47.4777,-122.14200000000001,33
2689,20140630,461000.0,3,1.75,3600,8666,2.0,0,0,4,6,2400,1200,47.6893,-122.167,66
2690,20140610,369990.0,4,2.5,1960,7133,2.0,0,0,3,7,1960,0,47.4941,-122.19,12
2691,20140929,349950.0,4,2.5,1820,3134,2.0,0,0,3,7,1820,0,47.7351,-121.985,15
2692,20150412,285750.0,3,2.25,1960,17126,1.0,0,0,3,8,1400,560,47.4436,-122.21,49
2693,20150420,542500.0,4,2.25,1750,10160,1.0,0,0,3,8,1320,430,47.5909,-122.15799999999999,43
2694,20141111,830000.0,5,3.5,3700,5400,2.0,0,0,3,9,2890,810,47.7085,-122.117,3
2695,20141223,705000.0,4,2.5,2910,20946,2.0,0,0,4,8,2350,560,47.7085,-122.24,38
2696,20140624,615000.0,2,1.0,1270,5000,1.0,0,0,3,8,1090,180,47.6828,-122.39299999999999,65
2697,20150129,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,47.5056,-122.27,75
2698,20141001,412000.0,2,1.0,1040,5120,1.0,0,0,3,7,1040,0,47.6048,-122.31200000000001,113
2699,20141215,250000.0,3,1.5,2210,11111,1.5,0,0,3,7,2210,0,47.492,-122.309,80
2700,20140612,580000.0,5,2.0,2060,6000,2.0,0,0,3,7,2060,0,47.6685,-122.305,111
2701,20150312,220000.0,2,1.0,780,6000,1.0,0,0,5,6,780,0,47.4759,-122.208,92
2702,20140916,675000.0,4,2.75,2240,8937,1.0,0,0,4,8,1460,780,47.6495,-122.194,38
2703,20140522,373500.0,2,1.0,800,3330,1.0,0,0,3,7,800,0,47.6566,-122.35799999999999,96
2704,20150402,662700.0,2,1.5,2440,6900,2.0,0,0,3,7,1590,850,47.5568,-122.271,105
2705,20140516,239950.0,5,1.0,1460,6032,2.0,0,0,4,6,1460,0,47.486999999999995,-122.28200000000001,73
2706,20140925,383000.0,3,1.0,1150,10196,1.0,0,0,4,7,1150,0,47.6788,-122.162,57
2707,20150129,485000.0,3,2.75,2650,12350,1.0,0,0,4,7,1470,1180,47.7669,-122.26799999999999,40
2708,20140710,610000.0,4,2.75,2600,36583,1.0,0,0,5,8,1580,1020,47.593,-122.054,38
2709,20140808,545000.0,6,1.75,1820,6250,1.0,0,0,3,7,1130,690,47.57899999999999,-122.39,60
2710,20140708,780000.0,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,47.6233,-122.3,113
2711,20150424,305000.0,3,2.5,1714,3240,2.0,0,0,3,8,1714,0,47.4288,-122.19,10
2712,20140612,405000.0,3,1.0,1330,15678,1.0,0,0,3,7,900,430,47.6355,-122.037,30
2713,20140730,1110000.0,5,3.5,7350,12231,2.0,0,4,3,11,4750,2600,47.5373,-121.865,13
2714,20150402,273000.0,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,47.4572,-122.18,56
2715,20140527,326500.0,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,47.7427,-122.17200000000001,44
2716,20150424,365000.0,3,1.75,1380,9134,1.0,0,0,5,7,880,500,47.5087,-122.193,34
2717,20150408,1000750.0,3,2.75,3070,10739,2.0,0,0,3,10,2440,630,47.6444,-122.191,28
2718,20150325,422500.0,2,1.0,800,4046,1.0,0,0,3,7,800,0,47.6895,-122.382,75
2719,20150324,354450.0,4,2.75,2140,9920,2.0,0,0,3,8,2140,0,47.3529,-122.274,22
2720,20141204,320000.0,3,1.0,1330,9540,1.0,0,0,4,7,1330,0,47.758,-122.075,43
2721,20140603,223000.0,3,1.0,1030,9120,1.0,0,0,3,7,1030,0,47.3607,-122.291,53
2722,20140724,410000.0,3,2.5,1740,4948,2.0,0,0,3,7,1740,0,47.6966,-122.025,6
2723,20140829,438000.0,3,1.0,1200,4000,1.5,0,0,4,6,1200,0,47.5881,-122.29899999999999,91
2724,20141106,390000.0,3,3.0,1490,2944,2.0,0,0,3,7,960,530,47.6506,-122.384,21
2725,20150219,298500.0,4,2.5,1890,5954,2.0,0,0,3,7,1890,0,47.3293,-122.194,11
2726,20140905,749999.0,5,2.25,3060,13630,2.0,0,0,3,10,3060,0,47.5585,-122.117,25
2727,20140829,779000.0,6,2.5,3250,12000,1.0,0,1,3,8,1800,1450,47.6935,-122.28,48
2728,20150114,570000.0,3,2.75,2730,11936,2.0,0,2,3,8,1530,1200,47.6987,-122.23100000000001,37
2729,20150512,385000.0,3,1.0,810,4600,1.0,0,0,3,6,810,0,47.5712,-122.316,97
2730,20140818,649000.0,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,47.693000000000005,-122.16799999999999,53
2731,20141001,283000.0,3,1.0,1740,5247,1.0,0,0,3,7,1270,470,47.5049,-122.329,67
2732,20140922,699900.0,4,2.25,2380,16236,1.0,0,0,3,7,1540,840,47.6126,-122.12,53
2733,20150220,278500.0,4,1.0,1540,8400,1.0,0,0,3,7,770,770,47.4278,-122.152,44
2734,20141115,700000.0,4,1.75,2340,9100,1.0,0,0,3,8,1610,730,47.6401,-122.10799999999999,39
2735,20140728,535000.0,4,2.75,2710,45963,2.0,0,0,3,9,2710,0,47.4745,-121.72399999999999,19
2736,20140923,234500.0,3,1.75,1310,18400,1.0,0,0,3,7,870,440,47.5035,-122.302,60
2737,20140806,374150.0,3,1.75,1390,9585,1.0,0,0,4,7,1390,0,47.751999999999995,-122.35,41
2738,20150317,397000.0,4,2.5,2201,9542,2.0,0,0,3,8,2201,0,47.4002,-122.31700000000001,9
2739,20140918,613000.0,3,2.25,1960,10385,1.0,0,0,3,8,1960,0,47.5736,-122.109,26
2740,20140609,1150000.0,3,2.5,2850,10474,1.0,0,0,4,8,1730,1120,47.6218,-122.209,60
2741,20150327,595000.0,4,1.75,1880,4080,1.0,0,0,3,7,940,940,47.6754,-122.32700000000001,91
2742,20140910,340000.0,5,2.75,2440,6858,2.0,0,0,3,8,2440,0,47.3655,-122.17399999999999,11
2743,20150108,388000.0,4,2.5,2560,5800,2.0,0,0,3,9,2560,0,47.3474,-122.025,10
2744,20140922,404000.0,3,1.75,1410,15210,1.0,0,0,3,7,1410,0,47.4181,-122.339,0
2745,20140829,810000.0,3,2.0,2870,6360,1.5,0,1,4,8,1790,1080,47.6813,-122.275,68
2746,20150403,405000.0,4,2.5,2620,9359,2.0,0,0,3,9,2620,0,47.438,-122.152,28
2747,20140714,726000.0,5,3.0,2970,10335,2.0,0,0,3,9,2970,0,47.598,-122.01899999999999,14
2748,20140514,266000.0,3,2.5,1780,7214,1.0,0,0,4,7,1400,380,47.3667,-122.182,28
2749,20141222,722500.0,5,2.25,3700,7207,1.0,0,1,5,8,1850,1850,47.7736,-122.37100000000001,44
2750,20150228,352000.0,4,2.5,1252,25002,1.0,0,0,3,8,992,260,47.3216,-122.291,19
2751,20150319,265000.0,4,1.5,1240,8158,1.0,0,0,4,7,1110,130,47.3716,-122.31,54
2752,20150206,856000.0,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,47.5762,-122.415,1
2753,20140724,346950.0,3,2.5,2040,4348,2.0,0,0,4,8,2040,0,47.3517,-121.999,8
2754,20140617,866059.0,5,3.5,3130,4797,2.0,0,0,3,9,2570,560,47.5664,-122.12899999999999,0
2755,20150129,410000.0,3,2.5,2350,4456,2.0,0,0,3,7,2350,0,47.5314,-121.854,11
2756,20140708,370000.0,3,1.75,1570,16817,2.0,0,0,3,7,1570,0,47.4716,-121.756,32
2757,20140623,230000.0,3,1.0,1530,389126,1.5,0,0,4,7,1530,0,47.1776,-122.01100000000001,95
2758,20141010,400000.0,2,2.0,1520,5010,1.0,0,0,3,7,1520,0,47.6948,-122.36399999999999,15
2759,20150311,172000.0,3,1.0,1350,9680,1.0,0,0,4,7,820,530,47.3274,-122.346,56
2760,20140714,615000.0,3,1.75,1950,8480,1.0,0,0,4,8,1250,700,47.5893,-122.15,52
2761,20150407,860000.0,4,3.5,3950,9600,2.0,0,0,3,10,3950,0,47.5945,-121.98100000000001,17
2762,20140618,555000.0,3,1.75,2040,6000,1.0,0,0,5,7,1120,920,47.5688,-122.397,56
2763,20140721,579000.0,3,2.5,1990,4040,1.5,0,0,5,8,1390,600,47.6867,-122.354,88
2764,20140630,385000.0,3,1.75,1300,7030,1.0,0,0,3,7,1300,0,47.721000000000004,-122.179,46
2765,20150414,420000.0,4,2.25,2030,12000,2.0,0,0,3,7,2030,0,47.7699,-122.16799999999999,38
2766,20140716,645000.0,3,1.75,2340,6750,1.5,0,0,5,7,1620,720,47.6956,-122.335,100
2767,20150428,549950.0,3,2.5,2160,6288,2.0,0,0,3,8,2160,0,47.7655,-122.35,19
2768,20140923,678000.0,3,2.75,2770,10000,1.0,0,1,5,8,1640,1130,47.7011,-122.206,52
2769,20140521,199000.0,4,2.0,2030,8120,2.0,0,0,3,7,2030,0,47.4994,-122.26100000000001,64
2770,20150218,604000.0,3,1.0,1440,13824,1.0,0,0,4,7,1440,0,47.5872,-122.241,58
2771,20150403,268000.0,5,1.75,1730,10368,1.0,0,0,5,7,1010,720,47.5008,-122.162,52
2772,20140805,960000.0,5,3.5,4510,16305,2.0,0,0,3,10,2820,1690,47.6346,-122.01100000000001,11
2773,20150218,509250.0,3,2.5,2100,7600,1.0,0,0,4,7,1450,650,47.6968,-122.12700000000001,35
2774,20141118,416000.0,3,2.5,1800,5372,2.0,0,0,3,8,1800,0,47.7188,-122.177,27
2775,20140515,190000.0,3,1.0,1090,8520,1.0,0,0,3,7,1090,0,47.3364,-122.307,47
2776,20150429,212000.0,3,1.5,1010,10000,1.0,0,0,4,7,1010,0,47.2881,-122.294,42
2777,20141029,325900.0,3,2.5,2040,9765,2.0,0,0,3,8,2040,0,47.309,-122.34899999999999,29
2778,20140801,560000.0,3,3.5,2270,4088,2.0,0,0,3,8,1880,390,47.5356,-122.384,18
2779,20140924,275000.0,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,47.3499,-122.177,27
2780,20150309,665000.0,4,2.5,2480,15411,2.0,0,2,3,8,2480,0,47.5379,-122.16,21
2781,20140601,1505000.0,4,3.5,3480,7232,2.0,0,0,3,9,2580,900,47.5859,-122.291,4
2782,20141203,375000.0,4,2.0,1720,2410,1.0,0,0,3,7,970,750,47.5252,-122.361,8
2783,20140909,359950.0,3,1.75,1570,6975,1.0,0,0,3,7,1040,530,47.5137,-122.37,35
2784,20150123,340000.0,4,2.75,3527,7200,2.0,0,0,3,7,3527,0,47.3823,-122.3,10
2785,20141031,401000.0,2,1.0,840,8100,1.0,0,0,4,7,840,0,47.7019,-122.366,66
